Id,Predicted
1,4464
2,3409
3,6492
4,6793
5,8297
6,2886
7,6715
8,2886
9,476
10,9390
11,608
12,1624
13,2886
14,4897
15,5565
16,5244
17,2886
18,2886
19,391
20,2886
21,8573
22,25
23,2886
24,8704
25,8250
26,6450
27,2951
28,8739
29,4991
30,7278
31,2886
32,2886
33,9704
34,8722
35,7487
36,151
37,5914
38,1561
39,9218
40,2886
41,3415
42,2886
43,7795
44,2989
45,6156
46,5597
47,1281
48,7487
49,1266
50,8329
51,2886
52,1420
53,3085
54,2886
55,1416
56,2886
57,6455
58,2188
59,4974
60,2886
61,2886
62,2886
63,5657
64,1698
65,2886
66,3812
67,2886
68,3941
69,1509
70,2136
71,1663
72,3086
73,6898
74,5651
75,3761
76,2886
77,2886
78,6451
79,1655
80,2886
81,4925
82,3821
83,8479
84,3729
85,2886
86,2886
87,8930
88,2886
89,2886
90,2886
91,9956
92,1896
93,2886
94,2886
95,1416
96,1769
97,9353
98,2886
99,3220
100,6958
101,2886
102,2886
103,4921
104,5004
105,3993
106,2886
107,450
108,5396
109,7505
110,2886
111,1539
112,788
113,5588
114,2886
115,1101
116,2886
117,2886
118,8429
119,2886
120,8913
121,6844
122,2886
123,2886
124,5684
125,6082
126,5517
127,4565
128,3912
129,2886
130,4472
131,2886
132,2886
133,7262
134,2886
135,2886
136,7280
137,2886
138,2886
139,2886
140,8654
141,4027
142,5373
143,3804
144,256
145,2886
146,2886
147,2886
148,1176
149,6768
150,2886
151,7125
152,536
153,6455
154,2961
155,4672
156,6026
157,3073
158,3066
159,2886
160,1884
161,8746
162,2886
163,7487
164,2886
165,2886
166,2135
167,2886
168,2886
169,2886
170,8746
171,2886
172,5645
173,2886
174,2886
175,1118
176,2886
177,4398
178,6712
179,2886
180,6135
181,349
182,6882
183,2886
184,7836
185,8897
186,2886
187,3172
188,5646
189,2886
190,2886
191,8775
192,2886
193,8696
194,2886
195,2886
196,2886
197,7012
198,7448
199,8557
200,8413
201,2886
202,2886
203,6458
204,9623
205,3768
206,7697
207,8746
208,2886
209,7226
210,1613
211,5713
212,7952
213,8019
214,2886
215,7909
216,2886
217,2886
218,2886
219,2886
220,2886
221,2886
222,27
223,1964
224,2886
225,5246
226,2886
227,1017
228,5538
229,2886
230,2590
231,2875
232,5690
233,5777
234,2886
235,1210
236,2886
237,2886
238,2886
239,2812
240,2590
241,7272
242,2688
243,2886
244,2886
245,115
246,2886
247,4234
248,2886
249,7743
250,2886
251,2104
252,2886
253,2886
254,2341
255,2886
256,9684
257,2886
258,7952
259,7907
260,340
261,2886
262,2886
263,6599
264,7503
265,2886
266,2886
267,316
268,7209
269,2886
270,5519
271,6183
272,2886
273,3366
274,2886
275,2886
276,1528
277,2886
278,2886
279,6703
280,2886
281,2982
282,7796
283,1387
284,2120
285,9638
286,2886
287,5930
288,2081
289,3234
290,933
291,1184
292,2886
293,2886
294,7796
295,2886
296,8746
297,6156
298,2886
299,2886
300,61
301,8556
302,9
303,2886
304,2886
305,7957
306,6977
307,2886
308,5586
309,2974
310,2886
311,6006
312,2886
313,2886
314,2886
315,1291
316,2886
317,2308
318,5588
319,2886
320,3854
321,2886
322,985
323,3767
324,8265
325,4815
326,2886
327,2886
328,9202
329,796
330,1484
331,1983
332,2886
333,8134
334,7894
335,9772
336,2886
337,4120
338,6674
339,4856
340,2886
341,2986
342,9132
343,7959
344,7384
345,4429
346,2886
347,2886
348,5024
349,7775
350,2886
351,2886
352,5965
353,1137
354,2886
355,1758
356,1510
357,3679
358,2886
359,4974
360,6511
361,1239
362,2886
363,2886
364,2886
365,2886
366,2886
367,2000
368,9312
369,2886
370,5823
371,5588
372,6366
373,5258
374,9038
375,8176
376,3729
377,2886
378,2886
379,2886
380,2886
381,404
382,2886
383,2886
384,2886
385,8733
386,2886
387,2886
388,8962
389,5102
390,2886
391,2123
392,2886
393,2886
394,1090
395,2886
396,4165
397,30
398,8077
399,9547
400,5461
401,3464
402,2873
403,2886
404,2886
405,5519
406,7320
407,9889
408,1383
409,1628
410,2886
411,2886
412,1516
413,2038
414,2886
415,7415
416,8526
417,1133
418,1634
419,2593
420,1961
421,325
422,934
423,9759
424,7254
425,2886
426,1341
427,4716
428,2886
429,2886
430,4818
431,2886
432,2886
433,6842
434,7720
435,3951
436,6596
437,5747
438,6549
439,2886
440,8666
441,2886
442,182
443,407
444,1148
445,4065
446,2886
447,6372
448,2886
449,1385
450,3082
451,3439
452,2886
453,2886
454,2886
455,3441
456,2886
457,5392
458,8654
459,2886
460,1350
461,2886
462,9524
463,820
464,1484
465,2886
466,3272
467,4974
468,5388
469,2886
470,6424
471,2886
472,1064
473,8865
474,6184
475,7995
476,2328
477,2886
478,2886
479,2886
480,2886
481,1823
482,7667
483,2886
484,5778
485,2886
486,2886
487,2760
488,933
489,2886
490,2886
491,2886
492,2886
493,2886
494,3634
495,8872
496,2886
497,2886
498,2886
499,2886
500,4795
501,2886
502,2886
503,2886
504,1215
505,2886
506,2961
507,2886
508,4974
509,4289
510,2886
511,8460
512,7996
513,2886
514,1386
515,2886
516,4656
517,2886
518,8834
519,9645
520,2886
521,7493
522,2886
523,7525
524,7836
525,10
526,3521
527,4811
528,6113
529,5080
530,2886
531,9606
532,438
533,2886
534,2886
535,2886
536,4896
537,2886
538,4858
539,4418
540,1518
541,2886
542,4146
543,3656
544,3779
545,9745
546,9638
547,2886
548,4758
549,8554
550,4633
551,4160
552,8104
553,9160
554,2886
555,1650
556,6150
557,2886
558,5857
559,6882
560,2983
561,6498
562,2886
563,2886
564,9516
565,3191
566,2886
567,6898
568,8478
569,6110
570,4185
571,4565
572,2886
573,2886
574,5662
575,6492
576,3155
577,2906
578,4928
579,4113
580,1603
581,2886
582,5919
583,6230
584,2886
585,8432
586,2886
587,7185
588,2886
589,2886
590,4645
591,3657
592,9655
593,2466
594,9574
595,8863
596,325
597,9995
598,5433
599,2886
600,373
601,839
602,2886
603,2886
604,1731
605,2886
606,4952
607,8718
608,4309
609,2886
610,2886
611,6534
612,2456
613,875
614,5424
615,2886
616,2886
617,2886
618,2886
619,6111
620,3817
621,2303
622,2886
623,8126
624,2886
625,7087
626,2886
627,2886
628,9521
629,6638
630,9592
631,1218
632,6306
633,7806
634,4736
635,1437
636,2886
637,7793
638,2214
639,2729
640,2886
641,9865
642,8826
643,8152
644,8746
645,6805
646,1192
647,2886
648,2886
649,4562
650,2886
651,2536
652,1921
653,1269
654,2886
655,2886
656,4203
657,2886
658,8776
659,8443
660,2886
661,8722
662,8931
663,368
664,9136
665,2886
666,6064
667,1209
668,2423
669,1317
670,7542
671,5892
672,2886
673,2886
674,3756
675,7821
676,2886
677,7481
678,9745
679,2886
680,796
681,1163
682,5424
683,46
684,4974
685,2886
686,2886
687,2886
688,9936
689,3333
690,2886
691,2886
692,8859
693,1561
694,2886
695,2886
696,8689
697,3743
698,9095
699,8041
700,2877
701,1726
702,4504
703,2886
704,2886
705,2886
706,2886
707,8118
708,17
709,2886
710,2886
711,2886
712,2886
713,2886
714,2886
715,2886
716,2886
717,2297
718,788
719,712
720,5373
721,4911
722,2886
723,2886
724,9462
725,2886
726,2481
727,5258
728,2886
729,6493
730,2886
731,6183
732,2886
733,2886
734,2886
735,2886
736,2110
737,2886
738,4794
739,2886
740,4380
741,5396
742,8055
743,2886
744,2886
745,2886
746,6128
747,2081
748,2886
749,4267
750,7272
751,2886
752,7703
753,2173
754,2886
755,2886
756,4622
757,2886
758,2886
759,3743
760,1972
761,2886
762,2343
763,4575
764,2886
765,2886
766,9568
767,4110
768,8049
769,2886
770,2886
771,8976
772,3590
773,9831
774,9269
775,447
776,2886
777,7352
778,2886
779,1561
780,2886
781,2668
782,5264
783,9935
784,2886
785,2966
786,2886
787,2886
788,7393
789,8739
790,2886
791,2886
792,5761
793,2886
794,2886
795,2886
796,2886
797,4867
798,2823
799,2886
800,8960
801,696
802,6803
803,5040
804,5519
805,2886
806,2862
807,6140
808,2886
809,5141
810,3468
811,2886
812,3539
813,1966
814,2886
815,8909
816,6608
817,1596
818,3253
819,2886
820,2886
821,2886
822,5519
823,6455
824,2886
825,8855
826,2886
827,1234
828,7665
829,936
830,7211
831,2886
832,36
833,2881
834,2886
835,4562
836,2886
837,1906
838,2886
839,8352
840,4106
841,2886
842,564
843,2886
844,5778
845,1287
846,2886
847,3220
848,5163
849,495
850,2886
851,9839
852,7597
853,2886
854,1875
855,3251
856,9823
857,9416
858,2886
859,7651
860,2886
861,6675
862,2886
863,4392
864,2886
865,3082
866,5524
867,1416
868,5076
869,3085
870,6375
871,2886
872,6368
873,2886
874,543
875,5495
876,2886
877,2886
878,53
879,2886
880,6161
881,2886
882,5871
883,7876
884,2886
885,2886
886,8746
887,9505
888,319
889,4562
890,2886
891,7716
892,5381
893,1258
894,9308
895,2886
896,2886
897,2886
898,2358
899,2886
900,2886
901,781
902,2081
903,6989
904,3840
905,5780
906,7684
907,3790
908,2121
909,2886
910,2886
911,9311
912,6276
913,2886
914,2886
915,6278
916,2886
917,688
918,2886
919,5471
920,1172
921,1293
922,6700
923,2886
924,2886
925,2886
926,2886
927,2886
928,2886
929,2886
930,6841
931,2416
932,7482
933,802
934,7577
935,2203
936,2886
937,2886
938,4091
939,2886
940,2886
941,4788
942,2886
943,7281
944,7072
945,2523
946,8450
947,6183
948,2886
949,2886
950,9066
951,4354
952,2886
953,384
954,2886
955,2886
956,2886
957,2886
958,2886
959,8746
960,2368
961,2886
962,6850
963,7628
964,2886
965,2886
966,6787
967,2886
968,9766
969,8791
970,4562
971,9618
972,2886
973,9839
974,7443
975,656
976,249
977,2886
978,9172
979,2692
980,8193
981,640
982,3861
983,2886
984,7683
985,8746
986,8746
987,613
988,7316
989,6440
990,4288
991,2886
992,2886
993,872
994,4562
995,3413
996,1416
997,8746
998,2886
999,6191
1000,23
1001,2886
1002,1213
1003,8231
1004,84
1005,69
1006,2886
1007,2886
1008,2886
1009,2788
1010,5045
1011,5319
1012,1833
1013,2886
1014,2886
1015,3104
1016,3936
1017,2886
1018,2886
1019,2886
1020,1077
1021,250
1022,2590
1023,2886
1024,2886
1025,1896
1026,6596
1027,2886
1028,8913
1029,1197
1030,7352
1031,8423
1032,2886
1033,910
1034,2886
1035,3996
1036,2886
1037,2886
1038,2886
1039,7114
1040,8931
1041,2886
1042,2886
1043,5519
1044,6510
1045,8740
1046,2886
1047,9890
1048,1523
1049,1426
1050,2886
1051,2886
1052,2886
1053,6129
1054,1350
1055,2886
1056,2886
1057,6898
1058,7036
1059,2886
1060,7765
1061,6128
1062,5617
1063,3071
1064,2886
1065,2886
1066,1896
1067,2886
1068,7879
1069,4948
1070,5525
1071,7348
1072,2886
1073,9040
1074,2886
1075,5393
1076,9324
1077,2886
1078,5641
1079,3989
1080,7637
1081,3468
1082,2886
1083,9418
1084,2886
1085,637
1086,2886
1087,4267
1088,6458
1089,2886
1090,2886
1091,2886
1092,2886
1093,4267
1094,6256
1095,354
1096,7553
1097,5519
1098,3950
1099,2886
1100,2886
1101,2886
1102,1326
1103,2886
1104,346
1105,2886
1106,5035
1107,9066
1108,2886
1109,2886
1110,2886
1111,2886
1112,1964
1113,1516
1114,4472
1115,7080
1116,2886
1117,8762
1118,7171
1119,2886
1120,2886
1121,353
1122,6672
1123,2886
1124,4154
1125,2004
1126,807
1127,7647
1128,7131
1129,4716
1130,5293
1131,9086
1132,4775
1133,8320
1134,3605
1135,5519
1136,2886
1137,2029
1138,3989
1139,6596
1140,2886
1141,2886
1142,1736
1143,2886
1144,7362
1145,584
1146,3025
1147,3522
1148,2470
1149,2886
1150,2886
1151,3989
